Toleo;Corrente;Tamb;Tempo
64;400;19,5;3/3/21 11:48
63;400;19,4;3/3/21 11:49
62;400;19,3;3/3/21 11:50
61;400;19,2;3/3/21 11:51
60;400;19,1;3/3/21 11:52
58;400;19;3/3/21 11:53
58;400;19;3/3/21 11:54
57;400;19;3/3/21 11:55
57;400;18,9;3/3/21 11:56
56;400;18,9;3/3/21 11:57
56;400;18,9;3/3/21 11:58
55;400;18,8;3/3/21 11:59
55;400;18,8;3/3/21 12:00
54;400;18,8;3/3/21 12:01
54;400;18,8;3/3/21 12:02
53;400;18,7;3/3/21 12:03
53;400;18,7;3/3/21 12:04
52;400;18,6;3/3/21 12:05
52;400;18,6;3/3/21 12:06
51;400;18,5;3/3/21 12:07
51;400;18,5;3/3/21 12:08
50;400;18,4;3/3/21 12:09
50;400;18,4;3/3/21 12:10
49;400;18,3;3/3/21 12:11
49;400;18,3;3/3/21 12:12
48;400;18,2;3/3/21 12:13
48;400;18,2;3/3/21 12:14
48;400;18,1;3/3/21 12:15
48;400;18,1;3/3/21 12:16
48;400;18;3/3/21 12:17
48;400;18,2;3/3/21 12:18
48;400;18,4;3/3/21 12:19
48;400;18,6;3/3/21 12:20
48;400;18,8;3/3/21 12:21
48;400;19;3/3/21 12:22
48;400;19,2;3/3/21 12:23
48;400;19,4;3/3/21 12:24
48;400;19,6;3/3/21 12:25
48;400;19,8;3/3/21 12:26
49;800;20;3/3/21 12:27
49;800;20,2;3/3/21 12:28
49;800;20,4;3/3/21 12:29
50;800;20,6;3/3/21 12:30
50;800;20,8;3/3/21 12:31
51;800;21;3/3/21 12:32
51;800;21,2;3/3/21 12:33
52;800;21,4;3/3/21 12:34
52;800;21,6;3/3/21 12:35
53;800;21,8;3/3/21 12:36
53;800;22;3/3/21 12:37
54;800;22,2;3/3/21 12:38
54;800;22,4;3/3/21 12:39
55;800;22,6;3/3/21 12:40
55;800;22,8;3/3/21 12:41
56;700;23;3/3/21 12:42
56;700;23,2;3/3/21 12:43
57;700;23,4;3/3/21 12:44
57;700;23,6;3/3/21 12:45
58;700;23,8;3/3/21 12:46
58;700;24;3/3/21 12:47
59;700;24,2;3/3/21 12:48
59;700;24,4;3/3/21 12:49
60;700;24,6;3/3/21 12:50
60;700;24,8;3/3/21 12:51
61;700;25;3/3/21 12:52
61;700;25,2;3/3/21 12:53
62;700;25,4;3/3/21 12:54
62;700;25,6;3/3/21 12:55
63;700;25,8;3/3/21 12:56
63;700;26;3/3/21 12:57
64;700;26,2;3/3/21 12:58
64;700;26,4;3/3/21 12:59
65;700;26,6;3/3/21 13:00
65;700;26,8;3/3/21 13:01
66;700;27;3/3/21 13:02
66;700;27,2;3/3/21 13:03
67;700;27,4;3/3/21 13:04
67;700;27,6;3/3/21 13:05
68;700;27,8;3/3/21 13:06
68;700;28;3/3/21 13:07
69;700;28,2;3/3/21 13:08
69;700;28,4;3/3/21 13:09
70;500;28,6;3/3/21 13:10
70;500;28,8;3/3/21 13:11
69;500;29;3/3/21 13:12
69;500;29,2;3/3/21 13:13
68;500;29,4;3/3/21 13:14
68;500;29,6;3/3/21 13:15
67;500;29,8;3/3/21 13:16
67;500;30;3/3/21 13:17
66;500;29,8;3/3/21 13:18
66;500;29,6;3/3/21 13:19
65;500;29,4;3/3/21 13:20
65;500;29,2;3/3/21 13:21
64;500;29;3/3/21 13:22
64;500;28,8;3/3/21 13:23
63;400;28,6;3/3/21 13:24
63;400;28,4;3/3/21 13:25
62;400;28,2;3/3/21 13:26
62;400;28;3/3/21 13:27
61;400;27,8;3/3/21 13:28
61;400;27,6;3/3/21 13:29
60;400;27,4;3/3/21 13:30
60;400;27,2;3/3/21 13:31
59;400;27;3/3/21 13:32
59;400;26,8;3/3/21 13:33
58;800;26,6;3/3/21 13:34
58;800;26,4;3/3/21 13:35
59;800;26,2;3/3/21 13:36
59;800;26;3/3/21 13:37
60;800;25,8;3/3/21 13:38
60;800;25,6;3/3/21 13:39
61;800;25,4;3/3/21 13:40
61;800;25,2;3/3/21 13:41
62;800;25;3/3/21 13:42
62;800;24,8;3/3/21 13:43
63;800;24,6;3/3/21 13:44
63;800;24,4;3/3/21 13:45
64;800;24,2;3/3/21 13:46
64;800;24;3/3/21 13:47
65;800;23,8;3/3/21 13:48
65;800;23,6;3/3/21 13:49
66;800;23,4;3/3/21 13:50
66;800;23,2;3/3/21 13:51
67;800;23;3/3/21 13:52
67;800;22,8;3/3/21 13:53
68;800;22,6;3/3/21 13:54
68;800;22,4;3/3/21 13:55
69;800;22,2;3/3/21 13:56
69;800;22;3/3/21 13:57
70;800;21,8;3/3/21 13:58
70;800;21,6;3/3/21 13:59
71;800;21,4;3/3/21 14:00
71;800;21,2;3/3/21 14:01
72;800;21;3/3/21 14:02
72;800;20,8;3/3/21 14:03
71;500;20,6;3/3/21 14:04
70;500;20,4;3/3/21 14:05
69;500;20,2;3/3/21 14:06
68;500;20;3/3/21 14:07
67;500;19,9;3/3/21 14:08
66;500;19,8;3/3/21 14:09
65;500;19,7;3/3/21 14:10
64;500;19,6;3/3/21 14:11
63;400;19,5;3/3/21 14:12
62;400;19,4;3/3/21 14:13
61;400;19,3;3/3/21 14:14
60;400;19,2;3/3/21 14:15
59;400;19,1;3/3/21 14:16
57;400;19;3/3/21 14:17
57;400;19;3/3/21 14:18
56;400;19;3/3/21 14:19
56;400;18,9;3/3/21 14:20
55;400;18,9;3/3/21 14:21
55;400;18,9;3/3/21 14:22
54;400;18,8;3/3/21 14:23
54;400;18,8;3/3/21 14:24
53;400;18,8;3/3/21 14:25
53;400;18,8;3/3/21 14:26
52;400;18,7;3/3/21 14:27
52;400;18,7;3/3/21 14:28
51;400;18,6;3/3/21 14:29
51;400;18,6;3/3/21 14:30
50;400;18,5;3/3/21 14:31
50;400;18,5;3/3/21 14:32
49;400;18,4;3/3/21 14:33
49;400;18,4;3/3/21 14:34
48;400;18,3;3/3/21 14:35
48;400;18,3;3/3/21 14:36
47;400;18,2;3/3/21 14:37
47;400;18,2;3/3/21 14:38
47;400;18,1;3/3/21 14:39
47;400;18,1;3/3/21 14:40
47;400;18;3/3/21 14:41
47;400;18,2;3/3/21 14:42
47;400;18,4;3/3/21 14:43
47;400;18,6;3/3/21 14:44
47;400;18,8;3/3/21 14:45
47;400;19;3/3/21 14:46
47;400;19,2;3/3/21 14:47
47;400;19,4;3/3/21 14:48
47;400;19,6;3/3/21 14:49
47;400;19,8;3/3/21 14:50
48;800;20;3/3/21 14:51
48;800;20,2;3/3/21 14:52
48;800;20,4;3/3/21 14:53
49;800;20,6;3/3/21 14:54
49;800;20,8;3/3/21 14:55
50;800;21;3/3/21 14:56
50;800;21,2;3/3/21 14:57
51;800;21,4;3/3/21 14:58
51;800;21,6;3/3/21 14:59
52;800;21,8;3/3/21 15:00
52;800;22;3/3/21 15:01
53;800;22,2;3/3/21 15:02
53;800;22,4;3/3/21 15:03
54;800;22,6;3/3/21 15:04
54;800;22,8;3/3/21 15:05
55;700;23;3/3/21 15:06
55;700;23,2;3/3/21 15:07
56;700;23,4;3/3/21 15:08
56;700;23,6;3/3/21 15:09
57;700;23,8;3/3/21 15:10
57;700;24;3/3/21 15:11
58;700;24,2;3/3/21 15:12
58;700;24,4;3/3/21 15:13
59;700;24,6;3/3/21 15:14
59;700;24,8;3/3/21 15:15
60;700;25;3/3/21 15:16
60;700;25,2;3/3/21 15:17
61;700;25,4;3/3/21 15:18
61;700;25,6;3/3/21 15:19
62;700;25,8;3/3/21 15:20
62;700;26;3/3/21 15:21
63;700;26,2;3/3/21 15:22
63;700;26,4;3/3/21 15:23
64;700;26,6;3/3/21 15:24
64;700;26,8;3/3/21 15:25
65;700;27;3/3/21 15:26
65;700;27,2;3/3/21 15:27
66;700;27,4;3/3/21 15:28
66;700;27,6;3/3/21 15:29
67;700;27,8;3/3/21 15:30
67;700;28;3/3/21 15:31
68;700;28,2;3/3/21 15:32
68;700;28,4;3/3/21 15:33
69;500;28,6;3/3/21 15:34
69;500;28,8;3/3/21 15:35
68;500;29;3/3/21 15:36
68;500;29,2;3/3/21 15:37
67;500;29,4;3/3/21 15:38
67;500;29,6;3/3/21 15:39
66;500;29,8;3/3/21 15:40
66;500;30;3/3/21 15:41
65;500;29,8;3/3/21 15:42
65;500;29,6;3/3/21 15:43
64;500;29,4;3/3/21 15:44
64;500;29,2;3/3/21 15:45
63;500;29;3/3/21 15:46
63;500;28,8;3/3/21 15:47
62;400;28,6;3/3/21 15:48
62;400;28,4;3/3/21 15:49
61;400;28,2;3/3/21 15:50
61;400;28;3/3/21 15:51
60;400;27,8;3/3/21 15:52
60;400;27,6;3/3/21 15:53
59;400;27,4;3/3/21 15:54
59;400;27,2;3/3/21 15:55
58;400;27;3/3/21 15:56
58;400;26,8;3/3/21 15:57
57;800;26,6;3/3/21 15:58
57;800;26,4;3/3/21 15:59
58;800;26,2;3/3/21 16:00
58;800;26;3/3/21 16:01
59;800;25,8;3/3/21 16:02
59;800;25,6;3/3/21 16:03
60;800;25,4;3/3/21 16:04
60;800;25,2;3/3/21 16:05
61;800;25;3/3/21 16:06
61;800;24,8;3/3/21 16:07
62;800;24,6;3/3/21 16:08
62;800;24,4;3/3/21 16:09
63;800;24,2;3/3/21 16:10
63;800;24;3/3/21 16:11
64;800;23,8;3/3/21 16:12
64;800;23,6;3/3/21 16:13
65;800;23,4;3/3/21 16:14
65;800;23,2;3/3/21 16:15
66;800;23;3/3/21 16:16
66;800;22,8;3/3/21 16:17
67;800;22,6;3/3/21 16:18
67;800;22,4;3/3/21 16:19
68;800;22,2;3/3/21 16:20
68;800;22;3/3/21 16:21
69;800;21,8;3/3/21 16:22
69;800;21,6;3/3/21 16:23
70;800;21,4;3/3/21 16:24
70;800;21,2;3/3/21 16:25
71;800;21;3/3/21 16:26
71;800;20,8;3/3/21 16:27
70;500;20,6;3/3/21 16:28
69;500;20,4;3/3/21 16:29
68;500;20,2;3/3/21 16:30
67;500;20;3/3/21 16:31
66;500;19,9;3/3/21 16:32
65;500;19,8;3/3/21 16:33
64;500;19,7;3/3/21 16:34
63;500;19,6;3/3/21 16:35
62;400;19,5;3/3/21 16:36
61;400;19,4;3/3/21 16:37
60;400;19,3;3/3/21 16:38
59;400;19,2;3/3/21 16:39
59;400;19;3/3/21 16:40
59;400;19;3/3/21 16:41
58;400;19;3/3/21 16:42
58;400;18,9;3/3/21 16:43
57;400;18,9;3/3/21 16:44
57;400;18,9;3/3/21 16:45
56;400;18,8;3/3/21 16:46
56;400;18,8;3/3/21 16:47
55;400;18,8;3/3/21 16:48
55;400;18,8;3/3/21 16:49
54;400;18,7;3/3/21 16:50
54;400;18,7;3/3/21 16:51
53;400;18,6;3/3/21 16:52
53;400;18,6;3/3/21 16:53
52;400;18,5;3/3/21 16:54
52;400;18,5;3/3/21 16:55
51;400;18,4;3/3/21 16:56
51;400;18,4;3/3/21 16:57
50;400;18,3;3/3/21 16:58
50;400;18,3;3/3/21 16:59
49;400;18,2;3/3/21 17:00
49;400;18,2;3/3/21 17:01
49;400;18,1;3/3/21 17:02
49;400;18,1;3/3/21 17:03
49;400;18;3/3/21 17:04
49;400;18,2;3/3/21 17:05
49;400;18,4;3/3/21 17:06
49;400;18,6;3/3/21 17:07
49;400;18,8;3/3/21 17:08
49;400;19;3/3/21 17:09
49;400;19,2;3/3/21 17:10
49;400;19,4;3/3/21 17:11
49;400;19,6;3/3/21 17:12
49;400;19,8;3/3/21 17:13
50;800;20;3/3/21 17:14
50;800;20,2;3/3/21 17:15
50;800;20,4;3/3/21 17:16
51;800;20,6;3/3/21 17:17
51;800;20,8;3/3/21 17:18
52;800;21;3/3/21 17:19
52;800;21,2;3/3/21 17:20
53;800;21,4;3/3/21 17:21
53;800;21,6;3/3/21 17:22
54;800;21,8;3/3/21 17:23
54;800;22;3/3/21 17:24
55;800;22,2;3/3/21 17:25
55;800;22,4;3/3/21 17:26
56;800;22,6;3/3/21 17:27
56;800;22,8;3/3/21 17:28
57;700;23;3/3/21 17:29
57;700;23,2;3/3/21 17:30
58;700;23,4;3/3/21 17:31
58;700;23,6;3/3/21 17:32
59;700;23,8;3/3/21 17:33
59;700;24;3/3/21 17:34
60;700;24,2;3/3/21 17:35
60;700;24,4;3/3/21 17:36
61;700;24,6;3/3/21 17:37
61;700;24,8;3/3/21 17:38
62;700;25;3/3/21 17:39
62;700;25,2;3/3/21 17:40
63;700;25,4;3/3/21 17:41
63;700;25,6;3/3/21 17:42
64;700;25,8;3/3/21 17:43
64;700;26;3/3/21 17:44
65;700;26,2;3/3/21 17:45
65;700;26,4;3/3/21 17:46
66;700;26,6;3/3/21 17:47
66;700;26,8;3/3/21 17:48
67;700;27;3/3/21 17:49
67;700;27,2;3/3/21 17:50
68;700;27,4;3/3/21 17:51
68;700;27,6;3/3/21 17:52
69;700;27,8;3/3/21 17:53
69;700;28;3/3/21 17:54
70;700;28,2;3/3/21 17:55
70;700;28,4;3/3/21 17:56
71;500;28,6;3/3/21 17:57
71;500;28,8;3/3/21 17:58
70;500;29;3/3/21 17:59
70;500;29,2;3/3/21 18:00
69;500;29,4;3/3/21 18:01
69;500;29,6;3/3/21 18:02
68;500;29,8;3/3/21 18:03
68;500;30;3/3/21 18:04
67;500;29,8;3/3/21 18:05
67;500;29,6;3/3/21 18:06
66;500;29,4;3/3/21 18:07
66;500;29,2;3/3/21 18:08
65;500;29;3/3/21 18:09
65;500;28,8;3/3/21 18:10
64;400;28,6;3/3/21 18:11
64;400;28,4;3/3/21 18:12
63;400;28,2;3/3/21 18:13
63;400;28;3/3/21 18:14
62;400;27,8;3/3/21 18:15
62;400;27,6;3/3/21 18:16
61;400;27,4;3/3/21 18:17
61;400;27,2;3/3/21 18:18
60;400;27;3/3/21 18:19
60;400;26,8;3/3/21 18:20
59;800;26,6;3/3/21 18:21
59;800;26,4;3/3/21 18:22
60;800;26,2;3/3/21 18:23
60;800;26;3/3/21 18:24
61;800;25,8;3/3/21 18:25
61;800;25,6;3/3/21 18:26
62;800;25,4;3/3/21 18:27
62;800;25,2;3/3/21 18:28
63;800;25;3/3/21 18:29
63;800;24,8;3/3/21 18:30
64;800;24,6;3/3/21 18:31
64;800;24,4;3/3/21 18:32
65;800;24,2;3/3/21 18:33
65;800;24;3/3/21 18:34
66;800;23,8;3/3/21 18:35
66;800;23,6;3/3/21 18:36
67;800;23,4;3/3/21 18:37
67;800;23,2;3/3/21 18:38
68;800;23;3/3/21 18:39
68;800;22,8;3/3/21 18:40
69;800;22,6;3/3/21 18:41
69;800;22,4;3/3/21 18:42
70;800;22,2;3/3/21 18:43
70;800;22;3/3/21 18:44
71;800;21,8;3/3/21 18:45
71;800;21,6;3/3/21 18:46
72;800;21,4;3/3/21 18:47
72;800;21,2;3/3/21 18:48
73;800;21;3/3/21 18:49
73;800;20,8;3/3/21 18:50
72;500;20,6;3/3/21 18:51
71;500;20,4;3/3/21 18:52
70;500;20,2;3/3/21 18:53
69;500;20;3/3/21 18:54
68;500;19,9;3/3/21 18:55
67;500;19,8;3/3/21 18:56
66;500;19,7;3/3/21 18:57
65;500;19,6;3/3/21 18:58
64;400;19,5;3/3/21 18:59
63;400;19,4;3/3/21 19:00
62;400;19,3;3/3/21 19:01
61;400;19,2;3/3/21 19:02
60;400;19,1;3/3/21 19:03
58;400;19;3/3/21 19:04
58;400;19;3/3/21 19:05
57;400;19;3/3/21 19:06
57;400;18,9;3/3/21 19:07
56;400;18,9;3/3/21 19:08
56;400;18,9;3/3/21 19:09
55;400;18,8;3/3/21 19:10
55;400;18,8;3/3/21 19:11
54;400;18,8;3/3/21 19:12
54;400;18,8;3/3/21 19:13
53;400;18,7;3/3/21 19:14
53;400;18,7;3/3/21 19:15
52;400;18,6;3/3/21 19:16
52;400;18,6;3/3/21 19:17
51;400;18,5;3/3/21 19:18
51;400;18,5;3/3/21 19:19
50;400;18,4;3/3/21 19:20
50;400;18,4;3/3/21 19:21
49;400;18,3;3/3/21 19:22
49;400;18,3;3/3/21 19:23
48;400;18,2;3/3/21 19:24
48;400;18,2;3/3/21 19:25
48;400;18,1;3/3/21 19:26
48;400;18,1;3/3/21 19:27
48;400;18;3/3/21 19:28
48;400;18,2;3/3/21 19:29
48;400;18,4;3/3/21 19:30
48;400;18,6;3/3/21 19:31
48;400;18,8;3/3/21 19:32
48;400;19;3/3/21 19:33
48;400;19,2;3/3/21 19:34
48;400;19,4;3/3/21 19:35
48;400;19,6;3/3/21 19:36
48;400;19,8;3/3/21 19:37
49;800;20;3/3/21 19:38
49;800;20,2;3/3/21 19:39
49;800;20,4;3/3/21 19:40
50;800;20,6;3/3/21 19:41
50;800;20,8;3/3/21 19:42
51;800;21;3/3/21 19:43
51;800;21,2;3/3/21 19:44
52;800;21,4;3/3/21 19:45
52;800;21,6;3/3/21 19:46
53;800;21,8;3/3/21 19:47
53;800;22;3/3/21 19:48
54;800;22,2;3/3/21 19:49
54;800;22,4;3/3/21 19:50
55;800;22,6;3/3/21 19:51
55;800;22,8;3/3/21 19:52
56;700;23;3/3/21 19:53
56;700;23,2;3/3/21 19:54
57;700;23,4;3/3/21 19:55
57;700;23,6;3/3/21 19:56
58;700;23,8;3/3/21 19:57
58;700;24;3/3/21 19:58
59;700;24,2;3/3/21 19:59
59;700;24,4;3/3/21 20:00
60;700;24,6;3/3/21 20:01
60;700;24,8;3/3/21 20:02
61;700;25;3/3/21 20:03
61;700;25,2;3/3/21 20:04
62;700;25,4;3/3/21 20:05
62;700;25,6;3/3/21 20:06
63;700;25,8;3/3/21 20:07
63;700;26;3/3/21 20:08
64;700;26,2;3/3/21 20:09
64;700;26,4;3/3/21 20:10
65;700;26,6;3/3/21 20:11
65;700;26,8;3/3/21 20:12
66;700;27;3/3/21 20:13
66;700;27,2;3/3/21 20:14
67;700;27,4;3/3/21 20:15
67;700;27,6;3/3/21 20:16
68;700;27,8;3/3/21 20:17
68;700;28;3/3/21 20:18
69;700;28,2;3/3/21 20:19
69;700;28,4;3/3/21 20:20
70;500;28,6;3/3/21 20:21
70;500;28,8;3/3/21 20:22
69;500;29;3/3/21 20:23
69;500;29,2;3/3/21 20:24
68;500;29,4;3/3/21 20:25
68;500;29,6;3/3/21 20:26
67;500;29,8;3/3/21 20:27
67;500;30;3/3/21 20:28
66;500;29,8;3/3/21 20:29
66;500;29,6;3/3/21 20:30
65;500;29,4;3/3/21 20:31
65;500;29,2;3/3/21 20:32
64;500;29;3/3/21 20:33
64;500;28,8;3/3/21 20:34
63;400;28,6;3/3/21 20:35
63;400;28,4;3/3/21 20:36
62;400;28,2;3/3/21 20:37
62;400;28;3/3/21 20:38
61;400;27,8;3/3/21 20:39
61;400;27,6;3/3/21 20:40
60;400;27,4;3/3/21 20:41
60;400;27,2;3/3/21 20:42
59;400;27;3/3/21 20:43
59;400;26,8;3/3/21 20:44
58;800;26,6;3/3/21 20:45
58;800;26,4;3/3/21 20:46
59;800;26,2;3/3/21 20:47
59;800;26;3/3/21 20:48
60;800;25,8;3/3/21 20:49
60;800;25,6;3/3/21 20:50
61;800;25,4;3/3/21 20:51
61;800;25,2;3/3/21 20:52
62;800;25;3/3/21 20:53
62;800;24,8;3/3/21 20:54
63;800;24,6;3/3/21 20:55
63;800;24,4;3/3/21 20:56
64;800;24,2;3/3/21 20:57
64;800;24;3/3/21 20:58
65;800;23,8;3/3/21 20:59
65;800;23,6;3/3/21 21:00
66;800;23,4;3/3/21 21:01
66;800;23,2;3/3/21 21:02
67;800;23;3/3/21 21:03
67;800;22,8;3/3/21 21:04
68;800;22,6;3/3/21 21:05
68;800;22,4;3/3/21 21:06
69;800;22,2;3/3/21 21:07
69;800;22;3/3/21 21:08
70;800;21,8;3/3/21 21:09
70;800;21,6;3/3/21 21:10
71;800;21,4;3/3/21 21:11
71;800;21,2;3/3/21 21:12
72;800;21;3/3/21 21:13
72;800;20,8;3/3/21 21:14
71;500;20,6;3/3/21 21:15
70;500;20,4;3/3/21 21:16
69;500;20,2;3/3/21 21:17
68;500;20;3/3/21 21:18
67;500;19,9;3/3/21 21:19
66;500;19,8;3/3/21 21:20
65;500;19,7;3/3/21 21:21
64;500;19,6;3/3/21 21:22
63;400;19,5;3/3/21 21:23
62;400;19,4;3/3/21 21:24
61;400;19,3;3/3/21 21:25
60;400;19,2;3/3/21 21:26
59;400;19,1;3/3/21 21:27
57;400;19;3/3/21 21:28
57;400;19;3/3/21 21:29
56;400;19;3/3/21 21:30
56;400;18,9;3/3/21 21:31
55;400;18,9;3/3/21 21:32
55;400;18,9;3/3/21 21:33
54;400;18,8;3/3/21 21:34
54;400;18,8;3/3/21 21:35
53;400;18,8;3/3/21 21:36
53;400;18,8;3/3/21 21:37
52;400;18,7;3/3/21 21:38
52;400;18,7;3/3/21 21:39
51;400;18,6;3/3/21 21:40
51;400;18,6;3/3/21 21:41
50;400;18,5;3/3/21 21:42
50;400;18,5;3/3/21 21:43
49;400;18,4;3/3/21 21:44
49;400;18,4;3/3/21 21:45
48;400;18,3;3/3/21 21:46
48;400;18,3;3/3/21 21:47
47;400;18,2;3/3/21 21:48
47;400;18,2;3/3/21 21:49
47;400;18,1;3/3/21 21:50
47;400;18,1;3/3/21 21:51
47;400;18;3/3/21 21:52
47;400;18,2;3/3/21 21:53
47;400;18,4;3/3/21 21:54
47;400;18,6;3/3/21 21:55
47;400;18,8;3/3/21 21:56
47;400;19;3/3/21 21:57
47;400;19,2;3/3/21 21:58
47;400;19,4;3/3/21 21:59
47;400;19,6;3/3/21 22:00
47;400;19,8;3/3/21 22:01
48;800;20;3/3/21 22:02
48;800;20,2;3/3/21 22:03
48;800;20,4;3/3/21 22:04
49;800;20,6;3/3/21 22:05
49;800;20,8;3/3/21 22:06
50;800;21;3/3/21 22:07
50;800;21,2;3/3/21 22:08
51;800;21,4;3/3/21 22:09
51;800;21,6;3/3/21 22:10
52;800;21,8;3/3/21 22:11
52;800;22;3/3/21 22:12
53;800;22,2;3/3/21 22:13
53;800;22,4;3/3/21 22:14
54;800;22,6;3/3/21 22:15
54;800;22,8;3/3/21 22:16
55;700;23;3/3/21 22:17
55;700;23,2;3/3/21 22:18
56;700;23,4;3/3/21 22:19
56;700;23,6;3/3/21 22:20
57;700;23,8;3/3/21 22:21
57;700;24;3/3/21 22:22
58;700;24,2;3/3/21 22:23
58;700;24,4;3/3/21 22:24
59;700;24,6;3/3/21 22:25
59;700;24,8;3/3/21 22:26
60;700;25;3/3/21 22:27
60;700;25,2;3/3/21 22:28
61;700;25,4;3/3/21 22:29
61;700;25,6;3/3/21 22:30
62;700;25,8;3/3/21 22:31
62;700;26;3/3/21 22:32
63;700;26,2;3/3/21 22:33
63;700;26,4;3/3/21 22:34
64;700;26,6;3/3/21 22:35
64;700;26,8;3/3/21 22:36
65;700;27;3/3/21 22:37
65;700;27,2;3/3/21 22:38
66;700;27,4;3/3/21 22:39
66;700;27,6;3/3/21 22:40
67;700;27,8;3/3/21 22:41
67;700;28;3/3/21 22:42
68;700;28,2;3/3/21 22:43
68;700;28,4;3/3/21 22:44
69;500;28,6;3/3/21 22:45
69;500;28,8;3/3/21 22:46
68;500;29;3/3/21 22:47
68;500;29,2;3/3/21 22:48
67;500;29,4;3/3/21 22:49
67;500;29,6;3/3/21 22:50
66;500;29,8;3/3/21 22:51
66;500;30;3/3/21 22:52
65;500;29,8;3/3/21 22:53
65;500;29,6;3/3/21 22:54
64;500;29,4;3/3/21 22:55
64;500;29,2;3/3/21 22:56
63;500;29;3/3/21 22:57
63;500;28,8;3/3/21 22:58
62;400;28,6;3/3/21 22:59
62;400;28,4;3/3/21 23:00
61;400;28,2;3/3/21 23:01
61;400;28;3/3/21 23:02
60;400;27,8;3/3/21 23:03
60;400;27,6;3/3/21 23:04
59;400;27,4;3/3/21 23:05
59;400;27,2;3/3/21 23:06
58;400;27;3/3/21 23:07
58;400;26,8;3/3/21 23:08
57;800;26,6;3/3/21 23:09
57;800;26,4;3/3/21 23:10
58;800;26,2;3/3/21 23:11
58;800;26;3/3/21 23:12
59;800;25,8;3/3/21 23:13
59;800;25,6;3/3/21 23:14
60;800;25,4;3/3/21 23:15
60;800;25,2;3/3/21 23:16
61;800;25;3/3/21 23:17
61;800;24,8;3/3/21 23:18
62;800;24,6;3/3/21 23:19
62;800;24,4;3/3/21 23:20
63;800;24,2;3/3/21 23:21
63;800;24;3/3/21 23:22
64;800;23,8;3/3/21 23:23
64;800;23,6;3/3/21 23:24
65;800;23,4;3/3/21 23:25
65;800;23,2;3/3/21 23:26
66;800;23;3/3/21 23:27
66;800;22,8;3/3/21 23:28
67;800;22,6;3/3/21 23:29
67;800;22,4;3/3/21 23:30
68;800;22,2;3/3/21 23:31
68;800;22;3/3/21 23:32
69;800;21,8;3/3/21 23:33
69;800;21,6;3/3/21 23:34
70;800;21,4;3/3/21 23:35
70;800;21,2;3/3/21 23:36
71;800;21;3/3/21 23:37
71;800;20,8;3/3/21 23:38
70;500;20,6;3/3/21 23:39
69;500;20,4;3/3/21 23:40
68;500;20,2;3/3/21 23:41
67;500;20;3/3/21 23:42
66;500;19,9;3/3/21 23:43
65;500;19,8;3/3/21 23:44
64;500;19,7;3/3/21 23:45
63;500;19,6;3/3/21 23:46
62;400;19,5;3/3/21 23:47
61;400;19,4;3/3/21 23:48
60;400;19,3;3/3/21 23:49
59;400;19,2;3/3/21 23:50
59;400;19;3/3/21 23:51
59;400;19;3/3/21 23:52
58;400;19;3/3/21 23:53
58;400;18,9;3/3/21 23:54
57;400;18,9;3/3/21 23:55
57;400;18,9;3/3/21 23:56
56;400;18,8;3/3/21 23:57
56;400;18,8;3/3/21 23:58
55;400;18,8;3/3/21 23:59
55;400;18,8;4/3/21 0:00
54;400;18,7;4/3/21 0:01
54;400;18,7;4/3/21 0:02
53;400;18,6;4/3/21 0:03
53;400;18,6;4/3/21 0:04
52;400;18,5;4/3/21 0:05
52;400;18,5;4/3/21 0:06
51;400;18,4;4/3/21 0:07
51;400;18,4;4/3/21 0:08
50;400;18,3;4/3/21 0:09
50;400;18,3;4/3/21 0:10
49;400;18,2;4/3/21 0:11
49;400;18,2;4/3/21 0:12
49;400;18,1;4/3/21 0:13
49;400;18,1;4/3/21 0:14
49;400;18;4/3/21 0:15
49;400;18,2;4/3/21 0:16
49;400;18,4;4/3/21 0:17
49;400;18,6;4/3/21 0:18
49;400;18,8;4/3/21 0:19
49;400;19;4/3/21 0:20
49;400;19,2;4/3/21 0:21
49;400;19,4;4/3/21 0:22
49;400;19,6;4/3/21 0:23
49;400;19,8;4/3/21 0:24
50;800;20;4/3/21 0:25
50;800;20,2;4/3/21 0:26
50;800;20,4;4/3/21 0:27
51;800;20,6;4/3/21 0:28
51;800;20,8;4/3/21 0:29
52;800;21;4/3/21 0:30
52;800;21,2;4/3/21 0:31
53;800;21,4;4/3/21 0:32
53;800;21,6;4/3/21 0:33
54;800;21,8;4/3/21 0:34
54;800;22;4/3/21 0:35
55;800;22,2;4/3/21 0:36
55;800;22,4;4/3/21 0:37
56;800;22,6;4/3/21 0:38
56;800;22,8;4/3/21 0:39
57;700;23;4/3/21 0:40
57;700;23,2;4/3/21 0:41
58;700;23,4;4/3/21 0:42
58;700;23,6;4/3/21 0:43
59;700;23,8;4/3/21 0:44
59;700;24;4/3/21 0:45
60;700;24,2;4/3/21 0:46
60;700;24,4;4/3/21 0:47
61;700;24,6;4/3/21 0:48
61;700;24,8;4/3/21 0:49
62;700;25;4/3/21 0:50
62;700;25,2;4/3/21 0:51
63;700;25,4;4/3/21 0:52
63;700;25,6;4/3/21 0:53
64;700;25,8;4/3/21 0:54
64;700;26;4/3/21 0:55
65;700;26,2;4/3/21 0:56
65;700;26,4;4/3/21 0:57
66;700;26,6;4/3/21 0:58
66;700;26,8;4/3/21 0:59
